Accion,Actividad,Categoria,Emocion,person,L_Wrist_x,L_Wrist_y,L_Thumb_metac_x,L_Thumb_metac_y,L_Thumb_pphl_x,L_Thumb_pphl_y,L_Thumb_mphl_x,L_Thumb_mphl_y,L_Thumb_dphl_x,L_Thumb_dphl_y,L_Index_metac_x,L_Index_metac_y,L_Index_pphl_x,L_Index_pphl_y,L_Index_mphl_x,L_Index_mphl_y,L_Index_dphl_x,L_Index_dphl_y,L_Middle_metac_x,L_Middle_metac_y,L_Middle_pphl_x,L_Middle_pphl_y,L_Middle_mphl_x,L_Middle_mphl_y,L_Middle_dphl_x,L_Middle_dphl_y,L_Ring_metac_x,L_Ring_metac_y,L_Ring_pphl_x,L_Ring_pphl_y,L_Ring_mphl_x,L_Ring_mphl_y,L_Ring_dphl_x,L_Ring_dphl_y,L_Little_metac_x,L_Little_metac_y,L_Little_pphl_x,L_Little_pphl_y,L_Little_mphl_x,L_Little_mphl_y,L_Little_dphl_x,L_Little_dphl_y,R_Wrist_x,R_Wrist_y,R_Thumb_metac_x,R_Thumb_metac_y,R_Thumb_pphl_x,R_Thumb_pphl_y,R_Thumb_mphl_x,R_Thumb_mphl_y,R_Thumb_dphl_x,R_Thumb_dphl_y,R_Index_metac_x,R_Index_metac_y,R_Index_pphl_x,R_Index_pphl_y,R_Index_mphl_x,R_Index_mphl_y,R_Index_dphl_x,R_Index_dphl_y,R_Middle_metac_x,R_Middle_metac_y,R_Middle_pphl_x,R_Middle_pphl_y,R_Middle_mphl_x,R_Middle_mphl_y,R_Middle_dphl_x,R_Middle_dphl_y,R_Ring_metac_x,R_Ring_metac_y,R_Ring_pphl_x,R_Ring_pphl_y,R_Ring_mphl_x,R_Ring_mphl_y,R_Ring_dphl_x,R_Ring_dphl_y,R_Little_metac_x,R_Little_metac_y,R_Little_pphl_x,R_Little_pphl_y,R_Little_mphl_x,R_Little_mphl_y,R_Little_dphl_x,R_Little_dphl_y
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,892.931,468.236,888.7560000000001,479.089,889.034,492.44800000000004,892.3739999999999,500.79699999999997,895.435,506.085,904.6189999999999,497.17900000000003,910.185,505.806,910.185,510.259,909.6289999999999,513.877,908.5160000000001,490.221,912.69,497.17900000000003,910.742,501.353,908.794,503.58,908.794,484.099,912.9680000000001,490.221,910.4639999999999,494.39599999999996,907.1239999999999,496.344,907.959,477.69800000000004,911.299,482.986,909.072,486.04699999999997,906.846,487.995,618.126,598.179,615.064,609.591,615.342,609.869,614.507,620.168,615.064,623.7869999999999,618.682,608.1990000000001,609.497,617.385,611.724,622.117,612.28,623.23,618.961,606.807,606.992,616.828,610.889,619.89,612.837,622.674,604.765,614.88,607.27,616.828,610.61,618.7769999999999,610.332,623.7869999999999,600.033,612.374,609.2180000000001,616.828,597.806,624.9,599.476,624.9
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,896.6610000000001,464.403,893.0169999999999,475.61400000000003,891.8960000000001,489.348,895.539,496.074,897.7819999999999,500.559,907.0310000000001,492.151,911.515,499.43800000000005,911.515,503.36199999999997,911.235,507.005,911.515,485.144,914.5980000000001,492.151,913.197,495.79400000000004,910.955,498.597,912.076,480.099,915.72,485.98400000000004,913.758,489.348,909.834,491.59,911.796,473.652,914.5980000000001,478.13699999999994,913.197,480.939,910.955,483.18199999999996,626.205,599.961,626.737,606.072,625.939,610.3240000000001,626.205,610.3240000000001,638.96,619.359,626.471,614.576,637.631,621.484,637.8969999999999,621.484,638.96,620.156,628.862,601.821,637.631,620.953,637.631,620.953,637.631,620.156,627.799,602.618,637.1,620.687,637.365,620.953,639.757,623.0790000000001,633.911,616.967,637.365,619.359,638.694,620.953,639.226,620.687
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,900.3810000000001,460.564,895.6210000000001,470.085,893.1010000000001,482.686,895.341,491.36699999999996,898.421,496.967,908.7819999999999,488.00699999999995,912.702,494.44699999999995,911.302,498.648,910.742,502.848,913.262,481.006,915.503,488.00699999999995,913.262,491.92699999999996,909.622,493.88699999999994,913.822,476.246,916.903,481.566,913.5419999999999,484.926,909.342,487.44699999999995,913.5419999999999,469.805,916.063,474.285,915.222,476.806,914.942,479.606,639.429,593.7080000000001,640.253,603.87,638.33,616.505,632.288,625.294,626.794,629.414,622.674,613.758,615.259,620.35,614.16,626.118,616.0830000000001,629.689,621.3009999999999,607.715,615.533,615.131,620.477,621.4490000000001,629.266,618.702,622.9490000000001,603.321,619.928,609.638,622.674,614.582,630.64,616.23,626.794,599.75,625.4209999999999,603.595,624.322,609.089,629.266,611.286
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,902.9010000000001,459.895,896.828,469.13599999999997,893.923,481.546,895.508,488.939,898.4119999999999,493.95599999999996,907.3889999999999,484.714,911.6139999999999,490.523,910.822,495.54,909.5010000000001,499.236,913.462,478.642,915.046,485.24199999999996,913.462,488.147,909.237,490.259,914.2539999999999,473.361,916.3660000000001,478.906,912.67,481.546,909.5010000000001,483.658,915.046,468.08,916.63,471.51300000000003,915.31,473.361,911.6139999999999,473.097,652.389,594.6569999999999,654.1,604.927,652.9590000000001,617.763,650.3919999999999,626.321,648.68,632.311,637.27,615.481,630.994,620.045,632.135,622.0419999999999,632.991,623.4680000000001,636.129,610.347,632.135,614.625,636.7,617.4780000000001,640.693,618.049,636.7,604.641,635.273,609.206,638.982,612.629,642.405,613.1990000000001,639.552,600.648,637.841,603.786,640.9780000000001,606.923,643.5459999999999,608.35
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,904.701,460.31800000000004,899.002,469.485,895.038,480.634,895.038,488.315,896.029,493.765,908.665,484.598,910.8939999999999,490.54400000000004,908.9119999999999,494.50800000000004,906.435,498.225,914.363,480.38699999999994,913.867,485.589,910.3989999999999,488.56199999999995,906.93,490.04900000000004,915.3539999999999,474.936,915.602,480.634,911.638,482.616,907.921,484.598,915.3539999999999,468.99,916.345,473.449,913.867,474.936,911.885,479.64300000000003,664.7310000000001,595.3530000000001,667.053,603.77,668.795,616.251,668.795,625.249,667.6339999999999,632.7959999999999,654.2819999999999,614.51,649.057,621.186,648.186,626.12,647.896,630.474,652.54,611.0269999999999,650.508,617.993,654.2819999999999,620.896,649.057,622.927,652.25,607.253,652.83,612.188,654.862,615.6709999999999,658.926,616.251,654.572,604.931,656.023,607.8340000000001,655.7330000000001,610.156,656.8939999999999,612.188
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,907.175,462.43300000000005,901.2860000000001,473.967,895.3960000000001,483.538,894.414,489.673,893.433,494.09,910.8560000000001,487.955,909.6289999999999,491.88199999999995,907.175,495.31699999999995,903.003,498.017,915.028,482.066,912.82,486.23699999999997,907.666,488.20099999999996,905.457,489.42800000000005,916.9910000000001,476.421,916.255,481.575,911.102,482.066,907.421,482.311,916.5010000000001,470.777,916.7460000000001,474.458,914.783,474.949,909.138,475.194,681.4169999999999,594.408,683.22,603.725,685.324,616.048,686.827,626.268,688.03,630.175,671.799,614.846,669.3939999999999,622.661,668.793,628.9730000000001,668.192,632.88,670.296,613.043,670.296,618.1519999999999,672.0989999999999,619.355,668.192,623.563,668.192,613.944,672.4,613.944,672.4,615.748,672.4,618.1519999999999,668.192,617.5509999999999,674.805,606.43,673.302,610.939,673.302,612.442
DarPaso,Caminar,Pausa,Neutral,0.0,911.58,471.332,903.77,480.606,897.18,486.708,894.2510000000001,497.44699999999995,898.1560000000001,501.841,909.872,492.32199999999995,907.431,495.983,904.7460000000001,498.18,900.841,501.597,908.8960000000001,484.756,909.3839999999999,490.61300000000006,906.699,492.566,905.967,498.42400000000004,910.6039999999999,480.851,910.8480000000001,489.39300000000003,909.14,489.881,904.258,499.4,913.045,490.369,913.289,479.874,904.502,499.644,904.0139999999999,499.88800000000003,699.059,591.539,702.7230000000001,602.226,704.86,616.577,705.7760000000001,627.265,708.525,635.509,692.341,616.883,690.203,625.738,690.203,631.54,689.5930000000001,638.257,688.677,612.6080000000001,687.455,619.631,690.203,623.906,692.341,626.043,687.455,607.111,686.2339999999999,613.524,691.425,615.967,693.868,617.799,688.677,601.92,686.845,606.501,689.898,609.554,693.257,610.47
DarPaso,Caminar,Pausa,Neutral,0.0,915.801,476.195,907.5980000000001,485.12199999999996,899.153,488.983,900.36,492.119,900.36,495.014,911.941,498.875,905.909,504.18300000000005,905.668,501.046,904.22,496.945,913.3889999999999,490.189,910.735,496.70300000000003,909.7689999999999,497.91,912.9060000000001,497.91,917.9730000000001,485.36300000000006,913.8710000000001,493.32599999999996,911.7,493.084,912.424,497.42699999999996,920.3860000000001,485.36300000000006,912.665,499.116,919.421,485.12199999999996,919.421,485.605,720.795,590.567,725.475,600.552,726.4110000000001,617.089,729.8430000000001,626.45,732.9639999999999,634.25,710.186,621.769,709.25,629.57,710.81,636.435,711.434,641.427,706.442,614.5930000000001,707.378,622.081,711.122,627.0740000000001,713.306,630.818,706.1289999999999,608.976,705.193,616.465,710.81,618.961,714.8660000000001,621.769,708.6260000000001,602.424,706.1289999999999,608.976,708.938,611.785,711.434,616.153
DarPaso,Caminar,Pausa,Neutral,0.0,919.4730000000001,480.23900000000003,908.6569999999999,490.584,904.66,498.57800000000003,902.074,509.159,902.544,511.04,915.24,508.92400000000004,915.005,510.335,908.422,510.099,909.362,505.162,920.413,503.281,919.7080000000001,504.45599999999996,911.949,502.34,905.13,498.343,921.5889999999999,496.93199999999996,920.178,497.63800000000003,919.4730000000001,495.99199999999996,906.7760000000001,497.63800000000003,922.7639999999999,491.29,921.824,492.23,921.1189999999999,491.76,923.235,488.233,732.7860000000001,593.364,740.187,603.018,747.5880000000001,616.855,750.485,627.474,753.059,634.553,731.177,627.1519999999999,734.395,640.024,740.831,642.276,747.5880000000001,641.955,727.315,623.612,731.82,635.197,739.544,636.484,745.9789999999999,632.944,726.9939999999999,616.855,729.89,627.7959999999999,735.682,629.0830000000001,742.44,627.7959999999999,727.315,610.419,728.924,619.429,733.43,623.934,738.9,622.969
DarPaso,Caminar,Pausa,Neutral,0.0,924.546,492.421,918.355,500.602,914.375,509.226,914.153,506.352,919.46,517.629,919.2389999999999,518.071,915.038,507.9,916.1439999999999,511.88,922.7769999999999,514.976,914.375,514.533,919.903,512.101,916.586,513.207,922.7769999999999,514.312,913.49,516.745,922.556,512.543,919.682,519.619,920.1239999999999,519.177,926.758,512.764,920.7869999999999,519.84,919.2389999999999,521.388,919.682,520.946,751.413,598.622,758.887,606.775,765.681,620.364,770.7769999999999,631.235,774.174,639.049,751.753,630.895,752.092,642.446,756.5089999999999,646.862,760.2460000000001,647.5419999999999,746.9960000000001,627.8380000000001,747.336,637.69,752.432,641.7669999999999,757.528,642.106,745.638,622.742,745.638,631.235,751.073,634.972,754.47,636.6709999999999,745.977,616.627,744.9580000000001,624.78,749.035,628.178,752.092,629.536
DarPaso,Caminar,Pausa,Neutral,0.0,931.2330000000001,497.30300000000005,922.605,507.656,918.908,515.544,917.429,524.418,919.8939999999999,533.045,929.7539999999999,527.129,926.549,531.813,923.345,532.799,922.3589999999999,533.538,933.944,520.474,931.972,523.185,926.303,525.65,921.373,522.692,934.684,501.49300000000005,933.451,518.009,930.493,518.748,929.507,517.516,937.395,504.205,935.177,505.684,934.684,515.297,927.289,516.0369999999999,767.685,603.492,775.554,611.36,783.78,624.236,789.145,635.682,792.3639999999999,643.908,770.189,638.185,773.05,649.273,778.415,652.85,783.422,652.85,765.181,636.039,767.685,644.624,774.8380000000001,648.558,780.561,649.631,763.035,632.105,764.466,640.332,771.262,643.5509999999999,775.554,644.266,763.393,626.382,764.1080000000001,634.966,767.685,637.828,772.335,640.689
DarPaso,Caminar,Pausa,Neutral,0.0,940.2260000000001,503.10900000000004,932.039,512.04,924.8439999999999,522.46,925.5889999999999,528.91,927.821,532.383,937.2489999999999,532.383,937.497,538.3380000000001,934.2719999999999,541.563,930.55,544.044,945.435,528.6619999999999,943.451,534.864,941.466,536.3530000000001,935.76,538.3380000000001,949.9010000000001,523.701,948.164,530.399,945.684,529.406,940.2260000000001,529.158,953.622,517.25,955.607,522.7080000000001,952.1339999999999,521.4680000000001,944.691,519.979,783.802,609.599,792.515,616.797,800.47,630.056,805.773,640.663,809.183,648.997,786.453,642.557,788.7260000000001,652.4069999999999,793.6510000000001,658.4680000000001,796.682,663.0139999999999,781.529,639.148,784.559,647.861,790.242,652.4069999999999,794.409,655.437,778.877,633.844,781.15,641.0419999999999,787.211,645.2090000000001,790.9989999999999,648.618,778.877,627.783,778.877,634.602,783.802,638.769,787.59,640.663
DarPaso,Caminar,Pausa,Neutral,0.0,949.263,511.149,941.11,519.047,934.995,531.023,935.5039999999999,539.941,935.7589999999999,545.547,947.48,543.253,946.461,548.349,943.403,551.6619999999999,939.836,554.974,954.105,537.393,953.34,543.763,951.047,545.8009999999999,945.441,548.604,957.927,531.278,956.9069999999999,537.648,953.085,537.903,949.773,538.922,959.965,524.653,959.71,529.239,957.927,528.985,951.557,529.749,796.533,614.953,805.9789999999999,623.612,815.0310000000001,636.6,820.541,649.195,824.87,657.46,800.075,649.5880000000001,803.617,664.544,807.946,671.6289999999999,811.095,674.778,795.745,648.8009999999999,798.8939999999999,661.3960000000001,804.404,666.9060000000001,809.127,670.842,792.99,645.6519999999999,795.745,655.8860000000001,802.436,659.034,807.159,663.3639999999999,792.597,641.323,793.7769999999999,649.5880000000001,799.681,652.737,804.0110000000001,654.705
DarPaso,Caminar,Pausa,Neutral,0.0,957.85,517.319,949.75,529.3290000000001,944.443,544.132,943.8839999999999,553.349,943.326,559.214,956.453,553.07,956.453,561.17,953.1010000000001,565.359,949.191,567.873,962.5980000000001,549.7180000000001,960.643,556.1419999999999,957.57,559.214,951.9839999999999,560.89,964.553,544.132,964.553,551.394,960.084,552.511,955.336,552.511,964.832,537.15,964.832,543.5740000000001,962.039,547.2040000000001,959.805,549.439,810.128,626.512,819.954,633.062,828.551,646.164,833.8739999999999,659.265,838.7869999999999,667.453,813.403,660.084,819.135,675.6410000000001,821.182,682.6010000000001,822.82,685.877,808.081,659.265,813.403,670.7280000000001,819.954,675.232,822.82,680.554,805.6239999999999,655.99,809.7180000000001,665.4060000000001,817.0880000000001,668.681,822.41,671.547,804.805,650.258,807.262,659.265,814.222,662.54,818.316,663.3589999999999
DarPaso,Caminar,Pausa,Neutral,0.0,967.154,529.366,958.352,542.862,954.245,559.2919999999999,952.778,567.507,953.365,573.961,966.567,564.573,964.5139999999999,573.668,960.993,578.655,957.472,582.763,970.9680000000001,559.2919999999999,969.2080000000001,566.627,962.753,570.734,955.712,571.321,972.1419999999999,552.837,971.8480000000001,560.759,965.687,561.932,958.352,562.226,972.1419999999999,546.6759999999999,971.8480000000001,552.544,968.328,554.011,963.047,556.3580000000001,822.933,636.7869999999999,831.546,644.17,840.569,657.705,846.722,670.419,851.2330000000001,679.443,824.9839999999999,670.829,827.855,686.415,832.3660000000001,693.798,835.237,699.95,820.062,670.0089999999999,823.753,683.544,830.316,690.5169999999999,835.237,695.8489999999999,817.6010000000001,667.138,820.882,679.033,827.855,683.544,833.597,687.2360000000001,817.6010000000001,662.216,818.421,672.06,825.3939999999999,676.982,829.905,677.802
DarPaso,Caminar,Pausa,Neutral,0.0,976.155,536.641,968.7869999999999,548.724,964.6610000000001,567.586,962.893,578.785,961.7139999999999,586.153,976.7439999999999,574.364,972.913,586.153,969.377,592.047,965.2510000000001,595.5830000000001,979.102,570.238,975.2710000000001,581.437,969.082,586.447,963.188,589.689,979.102,564.933,977.334,574.659,969.966,580.553,965.545,583.795,977.923,559.923,976.7439999999999,569.649,974.092,571.122,968.492,577.901,833.174,647.097,842.3610000000001,655.449,851.966,670.9,856.9780000000001,684.263,861.9889999999999,694.2860000000001,835.262,684.263,836.097,700.967,841.1089999999999,711.825,845.702,718.0889999999999,829.416,681.758,835.262,699.715,841.5260000000001,710.155,848.2080000000001,714.748,828.581,679.67,832.3389999999999,693.451,841.944,700.132,849.461,708.4839999999999,828.581,674.658,834.845,685.0980000000001,839.438,689.692,843.6139999999999,690.11
DarPaso,Caminar,Pausa,Neutral,0.0,984.247,544.8919999999999,978.135,557.115,974.275,575.45,972.9889999999999,587.994,971.38,596.036,986.82,580.918,983.925,594.749,979.1,601.826,973.954,606.651,988.75,575.45,985.212,588.638,977.813,594.749,969.7719999999999,598.931,987.785,569.66,985.855,579.953,977.492,587.994,971.702,591.533,987.1419999999999,560.975,982.96,572.2330000000001,979.422,573.52,976.205,585.4209999999999,844.518,663.812,853.5260000000001,672.82,860.818,686.9760000000001,866.824,700.273,871.113,710.568,842.802,700.273,844.0889999999999,717.431,847.092,726.8689999999999,850.0939999999999,732.0160000000001,838.084,697.2710000000001,842.802,714.429,849.665,723.8660000000001,856.9580000000001,729.013,836.368,695.555,841.944,709.2810000000001,849.665,714.8580000000001,858.2439999999999,721.2919999999999,837.2260000000001,692.123,843.2310000000001,701.9889999999999,847.95,706.279,853.097,707.565
DarPaso,Caminar,Pausa,Neutral,0.0,992.4,551.131,986.308,563.315,984.064,581.911,982.7810000000001,596.018,981.4989999999999,603.071,997.209,590.888,993.041,604.354,988.232,610.446,983.422,615.255,998.812,585.437,995.285,599.224,986.949,604.995,978.293,609.805,998.171,579.6659999999999,995.927,591.85,987.27,599.224,981.178,601.789,996.888,573.254,994.965,586.72,987.9110000000001,590.247,986.308,595.056,852.957,679.939,862.8960000000001,689.013,869.809,704.137,875.427,716.2360000000001,879.748,727.038,849.5,717.5319999999999,849.068,732.2239999999999,849.5,741.298,850.797,746.915,845.612,714.94,847.7719999999999,728.7669999999999,851.6610000000001,736.545,856.414,742.5939999999999,844.315,711.915,846.4760000000001,724.446,853.821,729.6310000000001,858.575,735.248,845.612,709.322,847.7719999999999,718.828,854.686,722.717,857.71,724.878
DarPaso,Caminar,Pausa,Neutral,0.0,998.946,558.124,993.816,570.308,992.8539999999999,589.5459999999999,991.8919999999999,603.654,989.007,611.669,1005.68,596.92,1003.11,610.387,998.6260000000001,617.761,994.137,622.891,1006.96,592.111,1003.76,605.257,995.74,612.631,988.3660000000001,617.761,1006.32,586.66,1003.76,598.203,995.74,606.86,988.045,612.311,1004.4,580.889,999.908,591.47,996.061,597.241,989.007,606.219,861.6610000000001,696.857,870.949,706.5880000000001,878.0260000000001,721.183,883.3330000000001,734.895,888.199,745.068,858.122,732.683,855.9110000000001,749.048,854.584,758.337,853.699,766.298,853.257,731.799,853.257,747.279,853.699,756.125,854.584,762.317,851.93,729.587,852.815,742.8560000000001,857.238,749.933,857.238,754.798,852.815,727.818,853.699,738.875,859.007,741.972,863.872,742.414
DarPaso,Caminar,Pausa,Neutral,0.0,1006.27,563.905,1001.61,577.568,1000.68,597.443,1000.99,610.175,999.7460000000001,617.938,1013.72,603.3430000000001,1011.55,617.007,1008.44,624.77,1004.4,630.049,1016.2,598.995,1012.17,611.727,1005.65,619.491,998.503,625.081,1015.58,592.785,1012.17,604.585,1005.02,612.659,996.64,620.7330000000001,1014.03,585.953,1011.24,598.374,1004.09,604.585,999.125,605.5169999999999,870.18,714.253,878.388,724.7410000000001,885.2280000000001,741.158,889.789,753.927,895.2610000000001,763.503,865.164,750.278,860.1469999999999,765.783,858.323,774.447,856.955,783.112,859.691,748.91,856.955,766.2389999999999,856.4989999999999,775.3589999999999,856.955,783.112,856.955,747.5419999999999,857.4110000000001,761.679,859.691,770.3430000000001,856.955,780.3760000000001,858.323,745.262,858.323,758.487,863.34,761.2230000000001,863.796,766.2389999999999
DarPaso,Caminar,Pausa,Neutral,0.0,1013.72,570.885,1008.74,583.936,1006.88,603.201,1007.81,616.873,1007.19,624.951,1021.48,609.726,1019.31,623.7090000000001,1016.2,631.477,1011.54,637.07,1023.97,604.754,1020.24,620.601,1013.72,628.369,1006.88,632.409,1023.66,598.54,1020.24,612.212,1014.03,622.466,1006.88,629.302,1022.11,592.325,1018.69,608.172,1013.72,616.251,1009.68,622.155,876.388,732.58,885.2660000000001,744.2610000000001,890.873,760.615,897.882,773.699,902.554,782.1089999999999,869.3789999999999,768.091,864.2389999999999,784.445,860.5010000000001,795.192,858.165,804.538,864.2389999999999,769.493,860.034,785.847,857.698,797.061,857.698,804.538,863.305,767.6239999999999,860.5010000000001,782.576,859.0989999999999,794.725,858.632,801.7339999999999,864.706,766.222,861.436,781.175,862.37,789.118,861.436,793.791
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,1021.21,578.42,1015.48,590.508,1014.21,609.276,1014.85,622.0,1013.57,629.952,1028.52,615.956,1025.98,629.952,1022.8,637.268,1018.34,642.6759999999999,1031.39,610.548,1028.21,624.226,1021.21,632.497,1014.85,637.904,1031.39,604.186,1029.16,615.638,1022.16,624.544,1017.71,628.998,1030.43,596.87,1028.21,607.049,1025.34,611.184,1019.3,622.318,882.825,750.18,890.559,762.2639999999999,896.3589999999999,779.181,902.643,792.716,908.927,801.9,874.6080000000001,784.982,865.424,800.449,861.557,811.0830000000001,860.107,820.2669999999999,868.324,786.432,863.007,803.35,861.557,814.95,864.941,824.1339999999999,867.841,785.949,863.49,801.9,863.9739999999999,813.5,867.841,821.717,870.258,784.982,866.8739999999999,800.449,866.8739999999999,808.183,868.324,813.9839999999999
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,1028.65,585.4630000000001,1023.08,597.216,1021.54,615.4630000000001,1021.54,627.524,1020.61,635.565,1034.84,621.03,1032.05,634.947,1027.72,642.369,1023.08,647.318,1038.55,615.4630000000001,1034.53,628.761,1027.41,635.565,1021.85,638.349,1038.86,609.586,1035.14,621.03,1027.72,627.8330000000001,1024.01,632.7819999999999,1037.0,603.092,1033.6,612.988,1029.58,613.607,1025.87,625.359,888.995,762.0269999999999,896.425,774.9060000000001,899.3969999999999,794.7180000000001,904.845,808.091,909.303,819.4839999999999,876.613,799.671,866.211,815.0260000000001,863.7339999999999,826.418,860.763,834.8380000000001,872.65,801.1569999999999,864.725,818.988,861.258,833.352,859.2769999999999,844.2489999999999,872.65,799.671,866.211,817.007,863.7339999999999,830.8760000000001,861.753,843.2589999999999,873.6410000000001,798.185,868.192,815.0260000000001,865.716,824.932,864.725,834.8380000000001
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,1034.54,588.148,1029.92,601.094,1028.07,618.356,1027.45,630.377,1027.15,638.3919999999999,1042.25,623.596,1038.55,637.467,1033.93,643.94,1029.3,648.255,1045.64,619.281,1041.32,632.8430000000001,1034.54,637.467,1028.99,639.625,1045.64,613.732,1042.56,625.137,1036.08,630.377,1030.84,633.46,1043.79,608.184,1043.17,618.356,1038.86,621.438,1033.62,627.911,892.737,778.5,900.38,790.92,904.201,809.549,909.456,824.834,913.2769999999999,834.388,880.318,814.326,870.7639999999999,829.133,864.555,839.6419999999999,861.211,847.763,876.0189999999999,812.415,867.898,827.701,864.077,837.2539999999999,861.689,845.3739999999999,875.541,809.071,869.809,822.446,868.3760000000001,832.477,867.898,838.209,878.885,806.205,873.63,819.58,875.063,825.312,871.72,832.477
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,1041.07,588.656,1036.84,602.846,1034.43,619.452,1034.43,631.227,1034.13,639.378,1048.32,626.396,1045.3,638.1709999999999,1041.07,644.2090000000001,1036.24,649.04,1050.13,621.565,1048.02,633.038,1041.37,638.4730000000001,1036.24,640.888,1049.22,616.131,1048.62,626.396,1042.58,631.83,1038.35,636.057,1047.71,609.488,1046.51,620.659,1043.49,622.773,1040.17,630.019,897.1439999999999,790.938,903.7810000000001,802.789,906.1510000000001,820.801,908.047,834.074,911.365,844.503,881.028,824.5939999999999,868.703,836.444,862.541,844.503,859.2230000000001,852.087,874.865,820.801,865.385,834.548,861.5930000000001,844.029,859.697,850.665,873.9169999999999,817.4830000000001,866.3330000000001,829.808,865.385,839.762,865.8589999999999,844.029,876.2869999999999,814.165,869.6510000000001,827.9119999999999,869.6510000000001,833.6,869.6510000000001,837.3919999999999
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,1047.68,589.936,1043.08,603.745,1041.35,620.143,1041.35,629.636,1041.06,637.404,1054.3,624.4580000000001,1052.57,635.39,1048.54,641.143,1043.08,645.746,1054.87,618.4169999999999,1054.59,628.773,1047.68,633.951,1042.5,635.965,1055.16,612.951,1054.59,622.156,1049.12,626.472,1041.93,630.212,1053.43,606.3340000000001,1049.7,614.965,1047.39,616.9780000000001,1044.8,625.321,900.0219999999999,795.6080000000001,905.7460000000001,808.966,907.178,826.618,907.655,838.067,910.9939999999999,845.2230000000001,883.801,827.095,869.012,838.544,864.242,847.6089999999999,860.9019999999999,854.288,876.645,823.278,865.673,837.59,862.3330000000001,845.7,861.3789999999999,851.425,876.645,819.462,868.058,832.82,866.15,841.4069999999999,866.627,845.2230000000001,877.5989999999999,816.122,871.875,828.049,872.352,834.2510000000001,869.4889999999999,841.4069999999999
DesplazarObjeto,Acomodar,Trabajo,Neutral,0.0,1052.86,587.15,1048.55,599.785,1046.83,617.589,1047.41,627.064,1047.98,633.669,1061.76,619.024,1059.47,630.51,1055.16,636.54,1050.28,641.135,1062.62,613.856,1060.04,624.193,1052.86,627.639,1048.27,631.085,1062.05,608.687,1059.47,615.866,1054.01,620.46,1047.12,624.193,1059.47,601.508,1056.59,608.974,1051.14,612.133,1048.55,615.578,902.0930000000001,797.461,906.595,811.415,907.045,829.42,908.845,840.673,909.745,848.775,882.738,829.87,870.1339999999999,841.573,864.283,850.575,860.682,858.227,877.336,825.819,866.9839999999999,839.322,863.383,847.875,862.932,854.176,877.336,822.2180000000001,869.2339999999999,834.3710000000001,867.8839999999999,843.824,867.434,847.875,879.587,818.617,873.735,830.32,874.6360000000001,835.2710000000001,871.035,843.824
DesplazarObjeto,Acomodar,Trabajo,Neutral,0.0,1057.33,586.883,1054.16,600.35,1051.52,615.6659999999999,1050.99,623.059,1049.14,625.172,1065.25,616.194,1064.99,625.436,1060.23,631.245,1055.48,635.47,1065.78,610.12,1063.4,617.778,1056.01,622.531,1050.73,624.644,1065.25,604.047,1061.03,609.856,1052.58,614.874,1050.73,616.722,1063.14,597.71,1057.07,603.783,1049.67,608.8,1046.77,612.497,902.8710000000001,800.1030000000001,907.612,814.76,907.612,832.433,908.044,841.055,910.63,845.365,883.0419999999999,832.002,869.679,844.072,864.075,853.1239999999999,861.057,860.453,877.438,826.398,867.523,840.192,864.5060000000001,849.245,862.7819999999999,855.28,877.8689999999999,822.5189999999999,870.11,835.451,870.11,843.21,870.11,847.5210000000001,880.455,819.07,874.852,829.847,876.145,835.451,880.455,837.175
DesplazarObjeto,Acomodar,Trabajo,Neutral,0.0,1063.22,582.388,1057.19,594.446,1051.67,607.259,1055.18,615.549,1057.19,621.327,1070.0,613.79,1068.25,621.327,1064.73,626.1,1059.7,630.371,1072.27,607.761,1071.26,614.795,1064.98,617.81,1059.96,619.066,1073.52,601.732,1073.77,609.0169999999999,1066.99,611.0269999999999,1059.2,612.0319999999999,1073.02,595.2,1073.52,600.727,1066.24,602.737,1062.47,604.495,904.285,804.3760000000001,908.7139999999999,818.547,907.828,835.818,909.1560000000001,844.232,910.0419999999999,848.6610000000001,883.471,834.932,870.6289999999999,846.446,866.643,853.975,863.543,860.175,877.2710000000001,830.061,867.972,844.232,867.086,851.318,867.086,857.075,877.2710000000001,826.961,870.186,840.247,871.072,847.332,872.4,850.875,878.6,825.633,873.7289999999999,837.1469999999999,876.3860000000001,840.247,874.172,847.332
